event_id,user_id,product_id,event_type,query,timestamp,dwell_time_seconds
E00990,U071,P0162,search,"gold round glasses",2025-12-24T11:45:39.664Z,0
E00991,U027,P0234,search,"stylish eyeglasses",2025-12-22T17:08:30.434Z,0
E00992,U053,P0190,click,"sunglasses for driving",2025-12-14T12:15:21.589Z,226
E00993,U047,P0111,search,"gold round glasses",2025-12-27T11:39:58.268Z,0
E00994,U045,P0250,click,"rayban aviators",2025-12-07T13:34:41.780Z,126
E00995,U049,P0211,purchase,"running sunglasses",2025-12-06T09:14:01.684Z,0
E00996,U093,P0045,click,"transparent frames",2025-12-02T13:03:06.991Z,104
E00997,U016,P0255,click,"prescription glasses",2025-12-05T14:44:02.579Z,183
E00998,U011,P0053,click,"contact lenses for dry eyes",2025-12-22T03:46:59.557Z,71
E00999,U052,P0098,search,"running sunglasses",2025-12-14T23:36:07.853Z,0
